[Fri May 22 17:31:16.277478 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:15_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.306400 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:27_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.306400 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:28:09 | InsertDT:2026-05-22 16:28:00 | Chamber:[1], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.306400 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:28:09 | InsertDT:2026-05-22 16:28:00 | Chamber:[5], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:28:09 | InsertDT:2026-05-22 16:28:00 | Chamber:[6], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:28:09 | InsertDT:2026-05-22 16:28:00 | Chamber:[9], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:28:09 | InsertDT:2026-05-22 16:28:00 | Chamber:[10], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:28:09 | InsertDT:2026-05-22 16:28:00 | Chamber:[11], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:28:09 | InsertDT:2026-05-22 16:28:00 | Chamber:[12], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:28:09 | InsertDT:2026-05-22 16:28:00 | Chamber:[15], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.307397 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.308395 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:28_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:29:00 | InsertDT:2026-05-22 16:29:00 | Chamber:[1], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:29:00 | InsertDT:2026-05-22 16:29:00 | Chamber:[5], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:29:00 | InsertDT:2026-05-22 16:29:00 | Chamber:[6], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:29:00 | InsertDT:2026-05-22 16:29:00 | Chamber:[9], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:29:00 | InsertDT:2026-05-22 16:29:00 | Chamber:[10], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:29:00 | InsertDT:2026-05-22 16:29:00 | Chamber:[11], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:29:00 | InsertDT:2026-05-22 16:29:00 | Chamber:[12], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:29:00 | InsertDT:2026-05-22 16:29:00 | Chamber:[15], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.309392 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.310390 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_12 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:29_15 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:30:01 | InsertDT:2026-05-22 16:30:00 | Chamber:[1], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:30:01 | InsertDT:2026-05-22 16:30:00 | Chamber:[5], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:30:01 | InsertDT:2026-05-22 16:30:00 | Chamber:[6], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:30:01 | InsertDT:2026-05-22 16:30:00 | Chamber:[9], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:30:01 | InsertDT:2026-05-22 16:30:00 | Chamber:[10], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:30:01 | InsertDT:2026-05-22 16:30:00 | Chamber:[11], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:30:01 | InsertDT:2026-05-22 16:30:00 | Chamber:[12], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-ROW] Type:scanner | OrigDT:2026-05-22 16:30:01 | InsertDT:2026-05-22 16:30:00 | Chamber:[15], referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:30_1 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.311387 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:30_5 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.312383 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:30_6 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.312383 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:30_9 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.312383 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:30_10 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
[Fri May 22 17:31:16.312383 2026] [php7:notice] [pid 17376:tid 1148] [client 192.168.14.248:58087] [17:31:16] [CSV-DEDUP] Already seen: 2026-05-22 16:30_11 \xe2\x80\x94 skipping, referer: http://192.168.14.248/daas4.1/modbus/
